referralId,stats.tipCount,stats.usersCount,stats.checkinsCount,verified,location.country,location.cc,location.distance,location.lng,location.lat,name,id,categories.primary,categories.icon.suffix,categories.icon.prefix,categories.shortName,categories.pluralName,categories.name,categories.id,allowMenuUrlEdit,venueChains.id,url,location.city,location.state,location.postalCode,location.crossStreet,storeId,location.neighborhood,menu.mobileUrl,menu.url,menu.anchor,menu.label,menu.type,menu.externalUrl,hasMenu
v-1461328368,,2,2,false,United Kingdom,GB,90192,-5.113506872724657,56.816762228773044,Costa Coffee,5598f91c498ef8cc27f620b5,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,,,,,,,,,,,,,,,
v-1461328368,,,,false,United Kingdom,GB,122626,-2.8882831335067745,56.644644039111206,Costa Coffee,56a40976498ea4930b6332c2,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,,,,,,,,,,,,,,,
v-1461328368,4,237,388,false,United Kingdom,GB,18,-3.179871439933777,51.48014845649326,Costa Coffee,4b541ffdf964a520cab227e3,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF10 1DY,St David's Dewi Sant,,,,,,,,,
v-1461328368,15,450,1102,false,United Kingdom,GB,412,-3.1744717536342955,51.478625659899585,Costa Coffee,4bb33ef135f0c9b6731abc83,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF10 2ER,Castle,,,,,,,,,
v-1461328368,6,455,862,false,United Kingdom,GB,205,-3.1771570444107056,51.48051428172811,Costa Coffee,4c1242c7b2510f47cb46c498,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF10 2DP,Tressillian Terrace,,,,,,,,,
v-1461328368,4,58,116,false,United Kingdom,GB,342,-3.178394,51.48291,Costa Coffee,51111237e4b0c342aac651cb,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF1 0 3,Jct 33, M4,,,,,,,,,
v-1461328368,1,18,22,false,United Kingdom,GB,680,-3.1740876566999225,51.47512145225007,Costa Coffee,4d285244c406721e2c4a70b6,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF10 2NX,Jct 23A, M4,,,,,,,,,
v-1461328368,1,15,57,false,United Kingdom,GB,715,-3.177194595336914,51.4738187142257,Costa Coffee,4b7bc9b2f964a520386e2fe3,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Butetown,Cardiff,CF10 5BH,Cabot Circus,,,,,,,,,
v-1461328368,10,71,154,false,United Kingdom,GB,472,-3.174401050266279,51.48241543867187,Costa Coffee,55182f7d498e18feb942e2b7,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF11 8AZ,Town Centre,,,,,,,,,
v-1461328368,6,241,725,false,United Kingdom,GB,1979,-3.2050037384033203,51.4714128811103,Costa Coffee,4bf4f1d198ac0f479a8f64a8,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF10 3LU,The Triangle,,,,,,,,,
v-1461328368,1,295,861,false,United Kingdom,GB,946,-3.17868685576929,51.48846346119958,Costa Coffee,4e720575fa76b23d31b21f0b,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF11 0JR,A 38,,,,,,,,,
v-1461328368,5,95,145,false,United Kingdom,GB,1865,-3.16332488555189,51.46684565471734,Costa Coffee,4e8cb00149016b5c6a75a99a,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF5 2YB,The Mall at Cribbs Causeway,,,,,,,,,
v-1461328368,5,144,238,false,United Kingdom,GB,2119,-3.165755120681786,51.46315238498705,Costa Coffee,4ca895f776d3a0937310176b,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Cardiff,CF64 1JH,Jct 24, M5,,,,,,,,,
v-1461328368,2,150,768,false,United Kingdom,GB,2496,-3.1865933059574214,51.457956472755065,Costa Coffee,4e5b7cb67d8b966a15e2c343,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cardiff,Vale of Glamorgan,CF72 8SA,Millennium Square,,,,,,,,,
v-1461328368,3,21,26,false,United Kingdom,GB,369,-3.1749136217864042,51.481002014669514,Costa Coffee,52efd025498e43d4557b1d72,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Penarth,County Borough of Rhondda Cynon Taff,NP20 1SN,Emersons Way,,,,,,,,,
v-1461328368,2,23,210,false,United Kingdom,GB,3004,-3.2143914699554443,51.49643068393033,Costa Coffee,4d78d9eb109eb1f71ae05506,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Pontyclun,Gwent,BS23 1HD,High Street,,,,,,,,,
v-1461328368,1,39,102,false,United Kingdom,GB,4584,-3.174651861190796,51.43894846622313,Costa Coffee,5140c2cfe4b0249df664d631,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Newport,North Somerset,NP19 4QQ,Town Centre,,,,,,,,,
v-1461328368,6,151,253,false,United Kingdom,GB,9354,-3.30680765,51.508785,Costa Coffee,4e0399f245ddb46455767f11,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Weston-super-Mare,County Borough of Rhondda Cynon Taff,CF37 4SL,Btw Jct 25 & 26, M5,,,,,,,,,
v-1461328368,2,7,11,false,United Kingdom,GB,16917,-2.996755847183681,51.58050658199398,Costa Coffee,546efda0498e985ea5fdc386,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Newport,Monmouthshire,NP26 3YL,,,,,,,,,,
v-1461328368,4,16,109,false,United Kingdom,GB,14789,-3.097763028678569,51.60261260252067,Costa Coffee,4f0d44fce4b06654e2b64143,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Pontypridd,Bristol,BS1 3BH,,,,,,,,,,
v-1461328368,3,103,265,false,United Kingdom,GB,17452,-2.995574,51.586853,Costa Coffee,4eaff0f2dab4cef36329fc16,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Magor,Somerset,TA6 3BU,,,,,,,,,,
v-1461328368,4,131,234,false,United Kingdom,GB,20307,-2.9787461317700203,51.34762533558053,Costa Coffee,4ebfcfb18231b62f425daae5,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bristol,Bristol,BS1 3EU,,,,,,,,,,
v-1461328368,1,97,249,false,United Kingdom,GB,19621,-2.9440264238361777,51.57756549816999,Costa Coffee,501d23d5e4b092169b21fc2d,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bridgwater,City and County of Swansea,SA1 3AA,,,,,,,,,,
v-1461328368,7,59,185,false,United Kingdom,GB,17532,-3.340620208546079,51.601756002509504,Costa Coffee,511cc21be4b05f03df409f4b,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bristol,Somerset,BS27 3QF,,,,,,,,,,
v-1461328368,2,245,336,false,United Kingdom,GB,26677,-2.836240072068391,51.5881971611734,Costa Coffee,4f523593e4b0ef96712225e2,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Swansea,Bristol,BS8 1QU,,,,,,,,,,
v-1461328368,9,26,39,false,United Kingdom,GB,29782,-3.194989458593644,51.74737591786433,Costa Coffee,51618378e4b0878cfc329a21,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Cheddar,Bristol,BS34 5DG,,,,,,,,,,
