referralId,stats.tipCount,stats.usersCount,stats.checkinsCount,verified,location.country,location.state,location.cc,location.distance,location.lng,location.lat,name,id,location.city,location.postalCode,categories.primary,categories.icon.suffix,categories.icon.prefix,categories.shortName,categories.pluralName,categories.name,categories.id,allowMenuUrlEdit,venuePage.id,location.crossStreet,url
v-1463156875,0,9,17,false,United States,Kansas,US,96549,-97.59503330054183,38.807115087570565,Bank Of Tescott,4d9e0542a695721e2d181f0d,Salina,,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/financial_,Bank,Banks,Bank,4bf58dd8d48988d10a951735,true,,,
v-1463156875,,1,1,false,United States,KS,US,96561,-97.60964,38.829803,The Bank Of Tescott,56fd59a3498e3586b16a6caf,,,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/financial_,Bank,Banks,Bank,4bf58dd8d48988d10a951735,true,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
v-1463156875,0,22,48,false,United States,TX,US,58515,-95.56380197626954,29.826817787024932,Tesco,4e09ebc11838eb15af12aad1,Houston,77039,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,Office,Offices,Office,4bf58dd8d48988d124941735,true,,,
v-1463156875,,5,5,false,United States,TX,US,51695,-95.354928,29.903369,Tesco Auto Parts,50ba34afe4b0cfba2c4e896a,Houston,77041,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Automotive,Automotive Shops,Automotive Shop,4bf58dd8d48988d124951735,,,,
v-1463156875,,7,10,false,United States,TX,US,60860,-95.57734031055891,29.84584784064318,Tesco,4d923d2afa1ef04d243f53c7,Houston,,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,Office,Offices,Office,4bf58dd8d48988d124941735,,,,
v-1463156875,,1,1,false,United States,TX,US,58506,-95.564109,29.82635,Tesco Corporation,556f3896498edcd1b58d7aea,Houston,,,,,,,,,,,,
v-1463156875,0,7,641,false,United States,MA,US,42882,-71.4507644910715,42.686026659765936,Tesco Associates,4c10f9ac6b7e2d7f17702835,Tyngsboro,01879,true,.png,https://ss3.4sqi.net/img/categories_v2/building/office_coworkingspace_,Coworking Space,Coworking Spaces,Coworking Space,4bf58dd8d48988d174941735,true,,,
v-1463156875,,0,0,false,United States,NH,US,76657,-70.926214,43.111588,Tesco,4f170a4ae4b0865b0d2c01e1,Durham,03824,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735,,,,
v-1463156875,0,2,48,false,United States,CA,US,8524,-121.4682,38.50344,Tesco Controls, Inc.,4b97e269f964a5209a1c35e3,Sacramento,95823,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/technology_,Electronics,Electronics Stores,Electronics Store,4bf58dd8d48988d122951735,true,,at Franklin Blvd.,
v-1463156875,,9,22,false,United States,CA,US,11740,-121.39386806062294,38.49295822785601,Tesco Controls Inc.,4c49b1326594be9a31886c25,Sacramento,95828,,,,,,,,,,,
v-1463156875,0,1,1,false,United States,CA,US,52211,-118.1255111694336,33.79583740234375,Tescoflex Service Pedestal,4f24ce86e4b0eec7fe9e5f87,Long Beach,90815,true,.png,https://ss3.4sqi.net/img/categories_v2/travel/default_,Travel,General Travel,General Travel,4bf58dd8d48988d1f6931735,,40939476,,
v-1463156875,,2,2,true,United States,CA,US,73462,-118.33371877670287,34.065387643178276,Tesco Demo Day,509a2c2645b0468c1dcb353a,Los Angeles,90020,true,.png,https://ss3.4sqi.net/img/categories_v2/building/eventspace_,Event Space,Event Spaces,Event Space,4bf58dd8d48988d171941735,,,,
v-1463156875,,1,1,false,United States,CA,US,95945,-117.080225,33.121009,AT&T Escondido C/O,53690747498ea3276b7c857e,Escondido,,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,Office,Offices,Office,4bf58dd8d48988d124941735,,,,
v-1463156875,0,0,0,false,United States,NY,US,104571,-78.858643,42.958653,Tesco,4d16b58bcc216ea8d18c6ad3,Buffalo,14217,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/karaoke_,Karaoke,Karaoke Bars,Karaoke Bar,4bf58dd8d48988d120941735,true,,,
v-1463156875,0,0,0,false,United States,SC,US,94986,-79.254581,33.415585,B-Quick : Tesco Lotus Bangna,4f096df8e4b0c3ff84f632dc,Georgetown,29440,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Automotive,Automotive Shops,Automotive Shop,4bf58dd8d48988d124951735,true,,,
v-1463156875,0,22,48,false,United States,TX,US,32263,-95.56380197626954,29.826817787024932,Tesco,4e09ebc11838eb15af12aad1,Houston,77041,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,Office,Offices,Office,4bf58dd8d48988d124941735,true,,,
