referralId,stats.tipCount,stats.usersCount,stats.checkinsCount,verified,location.country,location.cc,location.distance,location.lng,location.lat,name,id,categories.primary,categories.icon.suffix,categories.icon.prefix,categories.shortName,categories.pluralName,categories.name,categories.id,location.state,location.city,allowMenuUrlEdit,location.postalCode,location.crossStreet,url,storeId,venuePage.id,menu.mobileUrl,menu.url,menu.anchor,menu.label,menu.type,venueChains.id,hasMenu,location.neighborhood,menu.externalUrl
v-1464363753,6,3,4,false,Australia,AU,11676,150.5225096454269,-23.3552472968601,Sportsgirl,4ecb077330f8ecd40f75aa27,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_,Women's Store,Women's Stores,Women's Store,4bf58dd8d48988d108951735,QLD,Berserker,true,4701,Dawson Highway,http://www.revolution.gymnastics.org.au,,38577586,,,,,,,,,
v-1464363753,1,16,27,false,Australia,AU,11464,150.521674,-23.343998,Sportscene,4d40baa3c1d4721efd4313c7,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Norman Gardens,true,4701,,,,,,,,,,,,,
v-1464363753,2,2,4,false,Australia,AU,10668,150.528247,-23.336055,Bluebirds United Sports Club,4f950ac1e4b0082566e0f929,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_,Soccer Field,Soccer Fields,Soccer Field,4cce455aebf7b749d5e191f5,QLD,North Rockhampton,true,4702,,,,,,,,,,,,,
v-1464363753,3,78,141,false,Australia,AU,11070,150.529367,-23.357087,Frenchville Sports Club,4ba82b89f964a52030cf39e3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,QLD,Rockhampton,true,4680,,,,,,,,,,,,,
v-1464363753,1,9,26,false,Australia,AU,13359,150.5037170803366,-23.348423139585233,Indoor Sports Arena,4ed75ec2e5fabbd8a021feb6,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/volleyballcourt_,Volleyball Court,Volleyball Courts,Volleyball Court,4eb1bf013b7b6f98df247e07,QLD,West Gladstone,true,4680,,,,,,,,,,,,,
v-1464363753,,11,45,false,Australia,AU,12582,150.51930278208235,-23.370776020492855,AMart All Sports,4c098fa97e3fc9280839f282,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Clinton,true,,,,,,,,,,,,,,
v-1464363753,,28,616,false,Australia,AU,11629,150.51824895206397,-23.32139081700562,CQU Sports Centre,4c1abe0cb9f876b0d9337946,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/pool_,Pool,Gym Pools,Gym Pool,4bf58dd8d48988d105941735,QLD,Barney Point,true,,,,,,,,,,,,,,
v-1464363753,,2,3,false,Australia,AU,86229,151.24892704366633,-23.854631132370216,Sports Power,55d404a2498efd8ca214b3c4,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Boyne Island,true,,,,,,,,,,,,,,
v-1464363753,,4,13,false,Australia,AU,86862,151.24167417628541,-23.869843946347736,Struddy's Sports,4e8d46d182319c780c3e6f16,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363753,,4,25,false,Australia,AU,86071,151.24275582313712,-23.85855728153895,Palm Drive Sports Field,4da8ca5e5da3ba8a4761d2ec,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_,Soccer Field,Soccer Fields,Soccer Field,4cce455aebf7b749d5e191f5,,,,,,,,,,,,,,,,,
v-1464363753,,8,101,false,Australia,AU,86147,151.22682220129488,-23.87445907834466,Clinton Park Sports Association Grounds,4cb01181eb65b1f7f14069cd,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/field_,Field,Fields,Field,4bf58dd8d48988d15f941735,,,,,,,,,,,,,,,,,
v-1464363753,,2,30,false,Australia,AU,88859,151.25472274340484,-23.883303084803376,Sun Valley Sports Ground,4ccb667aba0a548181683659,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/field_,Field,Fields,Field,4bf58dd8d48988d15f941735,,,,,,,,,,,,,,,,,
v-1464363753,,51,166,false,Australia,AU,88001,151.27134242558984,-23.855817689875536,Yaralla Sports Club,4c8ade1ae51e6dcb50466dde,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735,,,,,,,,,,,,,,,,,
v-1464363753,,2,10,false,Australia,AU,90437,151.26294981065146,-23.89589335827281,Meteors Sports Club,4d574c85cf1b37043212cb3f,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_,Soccer Field,Soccer Fields,Soccer Field,4cce455aebf7b749d5e191f5,,,,,,,,,,,,,,,,,
v-1464363753,,3,190,true,Australia,AU,100326,151.32806539535522,-23.96203857853093,Revolution GymSports,4d043519347da1cd376f2a8f,true,.png,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym,Gyms,Gym,4bf58dd8d48988d176941735,,,,,,,,,,,,,,,,,
v-1464363753,2,24,41,false,Australia,AU,1356,145.761524,-16.928617,Rebel Sport,4ce49597637c6ea885615942,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Cairns,true,4870,Mulgrave Rd,,,,,,,,,,,,
v-1464363753,3,1,2,false,Australia,AU,2296,145.75004,-16.914952,Advantage Sport & Leisure,507b6708e4b0ef94ad904d92,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/default_,Shop,Miscellaneous Shops,Miscellaneous Shop,4bf58dd8d48988d1ff941735,QLD,Cairns North,true,4870,,,,,,,,,,,,,
v-1464363753,1,6,7,false,Australia,AU,613,145.77284534813052,-16.925503766817485,Sportsgirl,4d33ce138250f04d114000e1,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/design_,Design,Design Studios,Design Studio,4bf58dd8d48988d1f4941735,QLD,Manunda,true,4870,,,,,,,,,,,,,
v-1464363753,2,4,4,false,Australia,AU,2809,145.75524339181965,-16.89998944744404,Marlin Coast Cycle Sport,4ebb2611e5faf7ab653b7308,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_,Bike Shop,Bike Shops,Bike Shop,4bf58dd8d48988d115951735,QLD,Westcourt,true,4870,,,,,,,,,,,,,
v-1464363753,1,30,228,false,Australia,AU,2330,145.7503536688886,-16.92764465600595,Sportsworld,4d704bea9afdb60c60633152,true,.png,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym,Gyms,Gym,4bf58dd8d48988d176941735,QLD,Cairns North,true,4870,,,,,,,,,,,,,
v-1464363753,1,19,68,false,Australia,AU,2752,145.75073897587308,-16.935847922103395,Sportscene Super Warehouse,4df586cb62e1288ed30b07be,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Mooroobool,true,4870,,,,,,,,,,,,,
v-1464363753,0,2,3,false,Australia,AU,2342,145.759864,-16.902108,Cairns Lacrosse Sports Fields,4ec32b758231d4c9fe82cc53,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,QLD,Manunda,true,4870,,,,,,,,,,,,,
v-1464363753,,17,42,false,Australia,AU,4406,145.73050988973532,-16.929115047682686,Kangaroos Football & Sporting Club,4ce64a97fe90a35d352d350e,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735,QLD,Earlville,true,4870,,,,,,,,,,,,,
v-1464363753,,15,67,false,Australia,AU,2967,145.7435703669364,-16.914970654059708,Cairns Indoor Sports,4dbb7e17fa8cee727333d8e5,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_,Stadium,Stadiums,Stadium,4bf58dd8d48988d184941735,QLD,Earlville,true,4878,,,,,,,,,,,,,
v-1464363753,,5,8,false,Australia,AU,4046,145.74090602662184,-16.942695327333052,Amart Sports,51e37430498ea3e16441a555,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Cairns,true,4881,,,,,,,,,,,,,
v-1464363753,,7,14,false,Australia,AU,4781,145.74024944985473,-16.95176364688092,Amart All Sports,4da6678b1e722893cd20325a,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Smithfield,true,4879,,,,,,,,,,,,,
v-1464363753,,3,3,true,Australia,AU,14307,145.69424629211426,-16.81477039597247,Smithfield Sporting Precinct,4ed713956d86da729ec548d5,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_,Park,Parks,Park,4bf58dd8d48988d163941735,QLD,Cairns,,4870,,,,,,,,,,,,,
v-1464363753,,1,3,false,Australia,AU,12506,145.69288013587706,-16.83634077242105,sports co,4e309b5414954cb0e5f1e9dd,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Kuranda,,4879,,,,,,,,,,,,,
v-1464363753,,2,2,false,Australia,AU,12637,145.692191,-16.835364,Sportsco Cairns,51354f3ae4b0fc205e10e080,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_,Soccer Field,Soccer Fields,Soccer Field,4cce455aebf7b749d5e191f5,QLD,Trinity Beach,,,,,,,,,,,,,,,
v-1464363753,,5,10,true,Australia,AU,8106,145.7000934903253,-16.8935240245295,Redlynch Indoor Sports Centre,4ed4a5d5e5fa7b1a92184702,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_,Park,Parks,Park,4bf58dd8d48988d163941735,QLD,Cairns,,,,,,,,,,,,,,,
v-1464363753,,9,11,true,Australia,AU,9332,145.73653936386108,-16.84319596749267,Holloways Beah Sporting Complex,4ed6f6b26d86da729ec2001b,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_,Soccer Field,Soccer Fields,Soccer Field,4cce455aebf7b749d5e191f5,QLD,Palm Cove,,,,,,,,,,,,,,,
v-1464363753,,2,4,false,Australia,AU,18197,145.625244140625,-16.83485984802246,Kuranda Sport Centre,4f6acbf7e4b01cb02dd91164,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735,QLD,Port Douglas,,,,,,,,,,,,,,,
v-1464363753,,20,56,true,Australia,AU,11656,145.74365176351105,-17.02176398693021,Fuller Sports Edmonton,4ec4d2fccc21a13072dfb22d,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,QLD,Diwan,,,,,,,,,,,,,,,
v-1464363753,,3,7,false,Australia,AU,12906,145.729147,-17.029192,Fuller Sports,4d60808f1ee8721eb3caab21,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/field_,Field,Fields,Field,4bf58dd8d48988d15f941735,,,,,,,,,,,,,,,,,
v-1464363753,,6,29,false,Australia,AU,16340,145.6932109611607,-16.793749286299416,Centrals Trinity Beach AFL & Sporting Club,51710f63498e081457467733,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_,Park,Parks,Park,4bf58dd8d48988d163941735,,,,,,,,,,,,,,,,,
v-1464363753,,2,2,true,Australia,AU,16756,145.69523334503174,-16.78835379731823,Trinity Beach Sporting Complex,4ed716816d86da729ec59721,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_,Park,Parks,Park,4bf58dd8d48988d163941735,,,,,,,,,,,,,,,,,
v-1464363753,,0,0,false,Australia,AU,23008,145.665469,-16.739933,OceansEdge Sports Centre,4cb4eb3b9c7ba35df1bd8606,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363753,,,,true,Australia,AU,58490,145.4623532295227,-16.485863804491505,Port Douglas Sports Complex,4ed711b96d86da729ec514ca,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363753,,,,true,Australia,AU,88830,145.40523290634155,-16.20342441046212,Diwan Sports,4ed6f3eb6d86da729ec1ad78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363753,1,4,5,false,Australia,AU,749,146.81432789435758,-19.251779030837547,Sports Med,4ebc695f61af9815e0b4b637,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_,Medical,Medical Centers,Medical Center,4bf58dd8d48988d104941735,QLD,North Ward,true,4810,Duckworth,http://www.emusportswear.com.au,,,,,,,,,,,
v-1464363753,1,5,10,false,Australia,AU,350,146.81622,-19.260353,Angus Smith Sportspower,50cb95fde4b05a8a11e52f61,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Townsville,true,4810,Condo,,,,,,,,,,,,
v-1464363753,1,1,1,false,Australia,AU,9798,146.760489,-19.327008,Sport and Exercise Science testing laboratory,4e2b5c31d4c0e5c89ac44487,true,.png,https://ss3.4sqi.net/img/categories_v2/education/lab_,Lab,College Labs,College Lab,4bf58dd8d48988d1a5941735,QLD,Douglas,true,4810,,,,,,,,,,,,,
v-1464363753,1,4,11,false,Australia,AU,3133,146.7965179323812,-19.277266325722653,SportsMed,4d965d7be07ea35d884fbe02,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_,Medical,Medical Centers,Medical Center,4bf58dd8d48988d104941735,QLD,North Ward,true,4810,,,,,,,,,,,,,
v-1464363753,1,16,25,false,Australia,AU,1410,146.80649550255708,-19.250906035160043,The Red Track Sports Reserve,4dce295cae603b786d28e3b4,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/field_,Field,Fields,Field,4bf58dd8d48988d15f941735,QLD,North Ward,true,4812,,,,,,,,,,,,,
v-1464363753,1,32,54,false,Australia,AU,4170,146.780811,-19.271011,Sportscene Super Warehouse,4b739cbdf964a520fdb52de3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Townsville,true,4811,,,,,,,,,,,,,
v-1464363753,0,19,41,false,Australia,AU,1490,146.8063363364107,-19.249842773169583,Townsville Sports Reserve,4ca7ffff44a8224bfc7d1340,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/outdoors_,Other Outdoors,Other Great Outdoors,Other Great Outdoors,4bf58dd8d48988d162941735,QLD,Garbutt,true,4814,,,,,,,,,,,,,
v-1464363753,,2,7,true,Australia,AU,1840,146.8054399597012,-19.26925899945521,EMU Sportswear,4ecb045b6da19ab5ee995def,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Hyde Park,true,4814,,,,,,,,,,,,,
v-1464363753,,1,1,false,Australia,AU,6168,146.759772,-19.265478,Sporting Advantage,513fa79ce4b040803b265d7a,true,.png,https://ss3.4sqi.net/img/categories_v2/building/office_coworkingspace_,Coworking Space,Coworking Spaces,Coworking Space,4bf58dd8d48988d174941735,QLD,Townsville,true,4817,,,,,,,,,,,,,
v-1464363753,,16,41,false,Australia,AU,7426,146.76301937036135,-19.299677373029805,Rebel Sport,4cc1010c6ad3a143e557d9de,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Apparel,Clothing Stores,Clothing Store,4bf58dd8d48988d103951735,QLD,Thuringowa Central,true,,,,,,,,,,,,,,
v-1464363753,,1,1,false,Australia,AU,6527,146.758968,-19.276217,Sportscene Superwarehouse Outlet Store,52217889498e535fc4f41044,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,QLD,Aitkenvale,true,,,,,,,,,,,,,,
v-1464363753,,10,27,false,Australia,AU,2968,146.798608,-19.27712,Park Haven Sports Med,4c733bbb7121a1cdedd964d1,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/spa_,Spa,Spas,Spa,4bf58dd8d48988d1ed941735,QLD,Garbutt,true,,,,,,,,,,,,,,
v-1464363753,,1,1,false,Australia,AU,11571,146.729482,-19.319615,Gym&sport Club,4f596a74e4b003e0f3961e9b,true,.png,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym,Gyms,Gym,4bf58dd8d48988d176941735,QLD,Townsville,,,,,,,,,,,,,,,
v-1464363753,,16,71,false,Australia,AU,9958,146.75539255142212,-19.324892792742553,JCU Sport and Recreation Centre,4d33f22e2c76a143093b80c7,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/arcade_,Arcade,Arcades,Arcade,4bf58dd8d48988d1e1931735,QLD,Townsville,,,,,,,,,,,,,,,
v-1464363753,,6,23,false,Australia,AU,11505,146.72658831939628,-19.31470432872237,Sportspower,4ecb3063be7b4f634750bbef,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363753,,2,4,false,Australia,AU,6617,146.75903705766305,-19.278807821853285,Amart Sports And Goldcross,525607fd11d2dd70a40a728e,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363753,,4,10,false,Australia,AU,6595,146.768059,-19.293667,Townsville Italo Australian Sporting Association,4c88a12410523704ebf3c1f1,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_,Entertainment,General Entertainment,General Entertainment,4bf58dd8d48988d1f1931735,,,,,,,,,,,,,,,,,
v-1464363753,,13,46,false,Australia,AU,6605,146.75820350646973,-19.276268464075496,BNG sports,4cef40ed3b03f04d17db3ddc,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_,Bike Shop,Bike Shops,Bike Shop,4bf58dd8d48988d115951735,,,,,,,,,,,,,,,,,
v-1464363753,,1,2,false,Australia,AU,7801,146.8423556,-19.3237885,Murray Sports Complex - Townsville Cricket Grounds,55335b71498ebab2bbee6fcc,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735,,,,,,,,,,,,,,,,,
v-1464363753,,3,6,false,Australia,AU,9319,146.7303558984233,-19.271124928309888,Murray Sports Complex,554f6a69498e808018f7ac8f,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_,Medical,Medical Centers,Medical Center,4bf58dd8d48988d104941735,,,,,,,,,,,,,,,,,
v-1464363753,,11,22,false,Australia,AU,9825,146.739566,-19.305858,Kirwan Sports & Community Club,52b40d9b498e0314760f907c,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/field_,Field,Fields,Field,4bf58dd8d48988d15f941735,,,,,,,,,,,,,,,,,
v-1464363753,,1,1,false,Australia,AU,10224,146.73451301822257,-19.304997765176093,Kirwan Sports Med,4e238c86c65b2b5e355cc0ef,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Apparel,Clothing Stores,Clothing Store,4bf58dd8d48988d103951735,,,,,,,,,,,,,,,,,
v-1464363753,,2,2,false,Australia,AU,12548,146.85780334472656,-19.363862991333008,Woodstock & District Sports & Recreation Club,4f977fb1e4b02c231c33f8fb,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_,Stadium,Stadiums,Stadium,4bf58dd8d48988d184941735,,,,,,,,,,,,,,,,,
v-1464363753,,17,176,false,Australia,AU,12669,146.718461,-19.322035,NQ Preloved School & Sports Wear,4e1d2a2f2271ff848fe4a533,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363753,,,,false,Australia,AU,12389,146.721058,-19.321149,Wildcatz Indoor Sports Arena,4c65cdc19cb82d7fc2f58ed2,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363753,1,3,3,false,Australia,AU,2919,147.131935,-41.404394,Sport First (Mowbray),4d8fc1e26174a09333b5e5e3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/apparel_accessories_,Accessories,Accessories Stores,Accessories Store,4bf58dd8d48988d102951735,TAS,Launceston,true,7250,Paterson Street,,,,,,,,,,,,
v-1464363753,3,5,9,false,Australia,AU,3294,147.128971,-41.3993,Sport 'n' Skate,4b5d3df7f964a5208f5729e3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,TAS,Launceston,true,7250,Balfour Street,,,,,,,,,,,,
v-1464363753,1,13,14,false,Australia,AU,2452,147.13826278594937,-41.43674220960291,Launceston Sport Surf,4c37f680dfb0e21ea5e3ada8,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_,Soccer Field,Soccer Fields,Soccer Field,4cce455aebf7b749d5e191f5,TAS,Launceston,true,7250,at York St,,,,,,,,,,,,
v-1464363753,1,4,14,false,Australia,AU,2919,147.147047367434,-41.43010563500979,launceston indoor sport arena,4fe6c1f0e4b0b484a4bf41e2,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/skatingrink_,Skating Rink,Skating Rinks,Skating Rink,4bf58dd8d48988d168941735,TAS,Launceston,true,7250,Stanmore,,,,,,,,,,,,
v-1464363753,0,1,1,false,Australia,AU,3266,147.128896,-41.399547,Mowbray Sport 'n' Skate,55c5710d498e4400f4af3c14,true,.png,https://ss3.4sqi.net/img/categories_v2/building/government_,Government,Government Buildings,Government Building,4bf58dd8d48988d126941735,TAS,Launceston,true,7250,,,,,,,,,,,,,
v-1464363753,,1,1,false,Australia,AU,5906,147.14118,-41.474676,Tasmanian Institute of Sport,57353426498e726e150ca972,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,TAS,Launceston,true,7303,,,,,,,,,,,,,
v-1464363753,,3,4,false,Australia,AU,2296,147.13730613254054,-41.43506570201955,SportsPower,51340be9e4b02e8713e17f73,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/motorcycle_,Motorcycle Shop,Motorcycle Shops,Motorcycle Shop,5032833091d4c4b30a586d60,TAS,Westbury,true,7310,,,,,,,,,,,,,
v-1464363753,,1,3,false,Australia,AU,2438,147.14055,-41.43221,SportsRider Motorcycles,535df8be498e1339bef77ec9,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Pub,Pubs,Pub,4bf58dd8d48988d11b941735,TAS,East Devonport,true,,,,,,,,,,,,,,
v-1464363753,,9,11,false,Australia,AU,2452,147.13811027083423,-41.436935451266976,Sportsgirl,4d1d360af7a9a143b00a0e9f,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,true,,,,,,,,,,,,,,
v-1464363753,,71,135,false,Australia,AU,3116,147.14152156,-41.443764,Sporties Pub,4be7f462ee96c928b474fdbf,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_,Stadium,Stadiums,Stadium,4bf58dd8d48988d184941735,,,true,,,,,,,,,,,,,,
v-1464363753,,11,22,false,Australia,AU,2795,147.14576702103142,-41.42885914224037,The Sports Arena,4d2105ba8629224bfaee1787,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,,,true,,,,,,,,,,,,,,
v-1464363753,,14,36,false,Australia,AU,2655,147.139892578125,-41.43827066557179,Sports Authority Company,4e3ccf8f1495bf24a5d322cc,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,,,,,,,,,,,,,,,,,
v-1464363753,,38,76,false,Australia,AU,5922,147.14021332866915,-41.475149510463815,Silverdome Sport & Entertainment Complex,4c42b31aa5c5ef3b0390b06f,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/basketballcourt_,Basketball Court,Basketball Courts,Basketball Court,4bf58dd8d48988d1e1941735,,,,,,,,,,,,,,,,,
v-1464363753,,22,106,false,Australia,AU,3316,147.15147972106934,-41.43181979667981,Elphin Sports Centre,4c25e7e8db519521fc462c3a,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363753,,3,3,false,Australia,AU,6796,147.122299,-41.486789,Harley Parade Sports Ground,4faf320ae4b0085e22a7e8a1,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/hobbyshop_,Hobbies,Hobby Shops,Hobby Shop,4bf58dd8d48988d1fb941735,,,,,,,,,,,,,,,,,
v-1464363753,,8,11,false,Australia,AU,25768,146.83498978614807,-41.52798235416412,Westbury Sports Centre,4dd756f28877f1150fe7f6a8,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,Bars,Bar,4bf58dd8d48988d116941735,,,,,,,,,,,,,,,,,
v-1464363753,,2,2,false,Australia,AU,70545,146.335088,-41.180067,Sports First,50f4e5f6e4b06983c60df058,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Apparel,Clothing Stores,Clothing Store,4bf58dd8d48988d103951735,,,,,,,,,,,,,,,,,
v-1464363753,,10,31,false,Australia,AU,67892,146.37034606933594,-41.178890228271484,Big Fin Sports Fishing,4f18f76ae4b09594f86ac808,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,,,,,,,,,,,,,,,,,
v-1464363753,,3,3,false,Australia,AU,73439,146.233735,-41.395949,Sportsmans Club,4ee3a92c29c220f970f53ede,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,,,,,,,,,,,,,,,,,
v-1464363753,,3,3,false,Australia,AU,68912,146.357735,-41.17767741,Champs Sports Bar & Grill,4d282a46c406721e31fc6eb6,true,.png,https://ss3.4sqi.net/img/categories_v2/food/australian_,Australian,Australian Restaurants,Australian Restaurant,4bf58dd8d48988d169941735,,,,,,,,,,,,,,,,,
v-1464363753,,3,4,false,Australia,AU,70098,146.34159630377383,-41.17885688838115,Total Preformance Sports,4d50b0037ee1a35d5e618834,,,,,,,,,,,,,,,,,,,,,,,,
