referralId,stats.tipCount,stats.usersCount,stats.checkinsCount,verified,location.country,location.cc,location.distance,location.lng,location.lat,name,id,categories.primary,categories.icon.suffix,categories.icon.prefix,categories.shortName,categories.pluralName,categories.name,categories.id,location.state,location.city,allowMenuUrlEdit,location.postalCode,url,location.crossStreet,venueChains.id,storeId,menu.mobileUrl,menu.url,menu.anchor,menu.label,menu.type,hasMenu,venuePage.id,location.neighborhood,menu.externalUrl
v-1464363687,,12,76,false,Canada,CA,35074,-114.066997,51.037769,Techno Sport,4b0586eff964a520af7622e3,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_,Doctor's Office,Doctor's Offices,Doctor's Office,4bf58dd8d48988d177941735,,,,,,,,,,,,,,,,,
v-1464363687,,,,false,Canada,CA,34570,-114.07173566724848,51.032446230111034,Mission Sport Physiotherapy and Rehabilitation,53cd5cde498eb0c102b18e02,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363687,,,,false,Canada,CA,40331,-114.052527,51.087579,Sport Cycle,4fe9e547e4b0f54b2711b74c,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363687,,,,false,Canada,CA,29051,-114.04523672169601,50.98536584158107,Wholesale Sports,4b79a22af964a52008072fe3,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363687,,,,false,Canada,CA,36442,-114.04143,51.053315,Bridgeland Sport & Spine,4d6d7562e7ab224b48f67df7,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363687,4,63,115,true,Canada,CA,1499,-81.172844,43.005102,Sport Chek Argyle Mall,4bf84252b182c9b6b729775a,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N5V 1P7,https://www.sportchek.ca,Unit #14,556a384aa7c8957d73d54f0d,293,,,,,,,151824124,,
v-1464363687,1,4,7,false,Canada,CA,871,-81.181021,43.014264,K's Sport Lounge & Grill,4f07bd56e4b0332118fcdebc,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735,ON,London,true,N5X 3Y2,http://www.sportchek.ca,Culver Dr & Oxford,556a384aa7c8957d73d54f0d,242,,,,,,,,,
v-1464363687,1,90,155,true,Canada,CA,7990,-81.28488063812256,43.02844722034848,Sport Chek Hyland,4c00498bca1920a1282eee81,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N5Y 3L7,https://www.sportchek.ca,at Fanshawe Park Rd.,556a384aa7c8957d73d54f0d,5134,,,,,,,,,
v-1464363687,7,5,5,false,Canada,CA,2060,-81.21468153,43.00591241,Sport Mart,4c718138d7fab1f7148561c9,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N6E 1V4,https://www.sportchek.ca,Wethered St,556a384aa7c8957d73d54f0d,382,,,,,,,,,
v-1464363687,2,113,517,true,Canada,CA,9125,-81.22589349746704,42.93234315030093,Sport Chek White Oaks Mall,4bf83b2e5ec320a14a6388d3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N5X 3Y2,https://www.sportchek.ca,at Fanshawe Park Rd.,556e5b53bd6a82902e2957d6,213,,,,,,,,,
v-1464363687,3,48,75,true,Canada,CA,7944,-81.28427982330322,43.028494277971056,Sport Chek Hyland,4cd19a74de0f6dcbaa077263,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N6G 5B1,https://www.sportchek.ca,Unit # 101,556a384aa7c8957d73d54f0d,221,,,,,,,,,
v-1464363687,1,94,150,true,Canada,CA,11561,-81.332021,43.01155516,Sport Chek London Hyde Park,4b88044df964a52032d931e3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N6L 1R4,http://www.streetsporttelevision.com,at Southdale Rd.,556a384aa7c8957d73d54f0d,5131,,,,,,,,,
v-1464363687,3,12,27,false,Canada,CA,5374,-81.25183,42.993088,Sport Nutrition Depot (Popeye's),4c4afd495609c9b689c87c90,true,.png,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym / Fitness,Gyms or Fitness Centers,Gym / Fitness Center,4bf58dd8d48988d175941735,ON,London,true,N6E 1G9,http://www.dbmillar.com,Max Brose & Commerce,556a384aa7c8957d73d54f0d,356,,,,,,,,,
v-1464363687,1,2,3,false,Canada,CA,3148,-81.22170569100503,42.993803353824354,Forest City Sport And Social Club,51898751498e5fea3c1442c7,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,ON,London,true,N5W 6G6,http://crumlin.org,Elizabeth St,556a384aa7c8957d73d54f0d,391,,,,,,,,,
v-1464363687,1,1,1,false,Canada,CA,2032,-81.214307,43.005834,Sportmart,4bdb0ef063c5c9b6df1e2668,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N6J 2N4,http://www.sportchek.ca,at Base Line Rd.,556a384aa7c8957d73d54f0d,,,,,,,,,,
v-1464363687,1,2,6,false,Canada,CA,4371,-81.24362535580231,43.012094934193556,SportClips,54d4e0db498ee595406f155b,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_,Salon / Barbershop,Salons / Barbershops,Salon / Barbershop,4bf58dd8d48988d110951735,ON,London,true,N5Y 3J2,http://www.sourceforsports.com/Stores/94-Londons-Source-For-Sports.aspx,Richmond,556a384aa7c8957d73d54f0d,,,,,,,,,,
v-1464363687,2,1,1,false,Canada,CA,5786,-81.2472886,42.9792366,Good Sport,567ba0e9498e91e736ecec28,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_,Music Venue,Music Venues,Music Venue,4bf58dd8d48988d1e5931735,ON,London,true,N6B 1M3,https://www.sportchek.ca,btwn Devonshire & Emery,,,,,,,,,,,
v-1464363687,0,1,1,false,Canada,CA,10994,-81.281484,42.937373,Sport Clips,56faffdf498e44470d427582,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_,Salon / Barbershop,Salons / Barbershops,Salon / Barbershop,4bf58dd8d48988d110951735,ON,London,true,N6C 4P6,https://www.sportchek.ca,Stokes Rd,,,,,,,,,,,
v-1464363687,,27,40,true,Canada,CA,11102,-81.28052473068237,42.93543802477133,Sport Chek Westwood,54b59540498eb7bad668ecdf,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N6A 1B5,https://www.sportchek.ca,Unit #S2,,,,,,,,,,,
v-1464363687,,8,13,false,Canada,CA,11370,-81.28218884753572,42.93329782311697,Sport Chek,51631f80e4b0a8b9afd3320e,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N6H 2A5,https://www.sportchek.ca,Unit# 3,,,,,,,,,,,
v-1464363687,,307,1420,true,Canada,CA,7790,-81.21899680000001,42.9433105,STREET SPORT TELEVISION,569dfbff38fa14282ffe8884,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,TV Station,TV Stations,TV Station,52e81612bcbc57f1066b7a31,ON,London,true,N4S 3W4,https://www.sportchek.ca,St. George Street,,,,,,,,,,,
v-1464363687,,39,99,false,Canada,CA,1921,-81.20371347647435,42.995950972330824,Angling Sports,520555c2498e43c7cd7a6570,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/default_,Hunting Supply,Hunting Supplies,Hunting Supply,50aaa5234b90af0d42d5de12,ON,London,true,N6J 2M4,https://www.sportchek.ca,Cambridge Centre,,,,,,,,,,,
v-1464363687,,51,802,false,Canada,CA,3425,-81.218407790084,42.98730116136721,Western Fair District Sports Centre,4b53c5e8f964a520f4aa27e3,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/skatingrink_,Skating Rink,Skating Rinks,Skating Rink,4bf58dd8d48988d168941735,ON,London,true,N5R 5J5,http://www.mckeesport.ca,,,,,,,,,,,,
v-1464363687,,2,3,false,Canada,CA,9290,-81.25517169290879,42.941505367255225,Herms Sport Exchange,4caf9684db32f04d4b97b84d,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N5A 6W6,https://www.sportchek.ca,,,,,,,,,,,,
v-1464363687,,26,34,false,Canada,CA,8188,-81.17271230636933,42.93754116731818,Columbia Sportswear Canada HQ,507ff92fe4b04cfa39e317fd,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,Office,Offices,Office,4bf58dd8d48988d124941735,ON,London,true,N0L 1W0,https://www.sportchek.ca,,,,,,,,,,,,
v-1464363687,,22,27,false,Canada,CA,2590,-81.19985,42.987874,Vaughn Custom Sports,51952063498e3b5dd2fab246,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N4S 3W4,,,,,,,,,,,,,
v-1464363687,,10,24,false,Canada,CA,2416,-81.21623421898809,43.02016086244468,Play It Again Sports,4cfc034f2d80a143c6c74ed8,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N2N 0B1,,,,,,,,,,,,,
v-1464363687,,87,151,false,Canada,CA,3812,-81.23497009277344,43.00044153831673,Petes Sports And Repair,4bd9d46f3f01c9b6354b53a5,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,Woodstock,true,N0K 1N0,,,,,,,,,,,,,
v-1464363687,,10,38,false,Canada,CA,5334,-81.2266764863981,42.970287385576775,London Sports Park,54d687df498eca3643bf50e5,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/skatingrink_,Skating Rink,Skating Rinks,Skating Rink,4bf58dd8d48988d168941735,ON,London,true,N3Y 4Y7,,,,,,,,,,,,,
v-1464363687,,1,11,false,Canada,CA,4820,-81.235413,42.982217,Millar Sports Chiropractic,55a80ccd498e486cd1cb6af3,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_,Chiropractors,Chiropractors,Chiropractor,52e81612bcbc57f1066b7a3a,ON,St. Thomas,true,N2L 5W6,,,,,,,,,,,,,
v-1464363687,,36,66,false,Canada,CA,6170,-81.22911872983207,42.96252676843337,National Sports,4b58c850f964a520f36a28e3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,London,true,N3R 6B8,,,,,,,,,,,,,
v-1464363687,,3,3,false,Canada,CA,5340,-81.12969923894171,42.99110238413248,Crumlin Sportsmen's Association,4cc1fd0201fb236aa4109cba,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/gun_,Gun Range,Gun Ranges,Gun Range,52e81612bcbc57f1066b7a11,ON,St. Thomas,true,N4B 2E4,,,,,,,,,,,,,
v-1464363687,,7,8,false,Canada,CA,5658,-81.24764821618342,42.98160164785262,Alliance Sports,519cf881498ee53c356d3d6c,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,Stratford,true,N1R 6B3,,,,,,,,,,,,,
v-1464363687,,58,111,false,Canada,CA,5069,-81.178892,42.965193,City Wide Sports Park,4de2a02a1f6e3190cd14c698,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_,Park,Parks,Park,4bf58dd8d48988d163941735,ON,Mount Brydges,true,N2C 1X4,,,,,,,,,,,,,
v-1464363687,,7,20,false,Canada,CA,6584,-81.26260919,42.98395057,Travel Sports Equipment,4cf0451c88de370465806a2b,true,.png,https://ss3.4sqi.net/img/categories_v2/travel/default_,Travel,General Travel,General Travel,4bf58dd8d48988d1f6931735,ON,Woodstock,true,,,,,,,,,,,,,,
v-1464363687,,60,175,false,Canada,CA,38785,-80.73684556344031,43.11856710280216,Sport Chek Norwich Centre,4f774199e4b0a174af1f3d0c,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,Springfield,true,,,,,,,,,,,,,,
v-1464363687,,2,2,false,Canada,CA,7812,-81.2611999,42.9629589,London's Source For Sports,4c5b26a4b05c1b8d4808dab1,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,Kitchener,true,,,,,,,,,,,,,,
v-1464363687,,24,112,false,Canada,CA,26190,-81.16126673293783,42.77567221755353,Sport Mart,4e87396cdab4a6bb0c5835d9,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,Mitchell,true,,,,,,,,,,,,,,
v-1464363687,,1,1,false,Canada,CA,13720,-81.32956556592418,42.940973167460676,Byron Optimist Sports Complex,4c1393a082a3c9b648a2fbf8,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/baseballfield_,Baseball Field,Baseball Fields,Baseball Field,4bf58dd8d48988d1e8941735,ON,Parkhill,true,,,,,,,,,,,,,,
v-1464363687,,30,112,false,Canada,CA,25733,-81.190492,42.778835,Fan of the Sport,51168e4ce4b08ffa4293bc66,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/hobbyshop_,Hobbies,Hobby Shops,Hobby Shop,4bf58dd8d48988d1fb941735,ON,Simcoe,true,,,,,,,,,,,,,,
v-1464363687,,148,279,true,Canada,CA,44644,-80.94602108001709,43.36944665629992,Sport Chek Festival Marketplace,4d2ca63b0fdc6a311ff7910b,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,New Hamburg,,,,,,,,,,,,,,,
v-1464363687,,1,1,false,Canada,CA,27229,-81.49454355239868,42.90919735783533,Middlesex Spine and Sport Clinic,5097d5b839506e4b3463d183,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_,Medical,Medical Centers,Medical Center,4bf58dd8d48988d104941735,ON,Waterloo,,,,,,,,,,,,,,,
v-1464363687,,3,3,true,Canada,CA,38631,-80.73867559432983,43.11819885200298,Sport Chek Norwich Centre,54b01226498e1ff0d1e6eb48,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,Brantford,,,,,,,,,,,,,,,
v-1464363687,,3,36,false,Canada,CA,33390,-80.93207347325121,42.77705103227452,East Elgin Sportsman Association,4df4dd5062e1288ed308b0e0,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/outdoors_,Other Outdoors,Other Great Outdoors,Other Great Outdoors,4bf58dd8d48988d162941735,ON,Delhi,,,,,,,,,,,,,,,
v-1464363687,,270,439,true,Canada,CA,69540,-80.56157698713376,43.434913120635706,Sport Chek Boardwalk,4eac5ab79adfbd5e5decebe1,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,ON,Cambridge,,,,,,,,,,,,,,,
v-1464363687,,51,105,false,Canada,CA,50934,-81.197267,43.467527,Motley Sport & Cycle,544e8b06498e5b1f7b0859f0,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_,Bike Shop,Bike Shops,Bike Shop,4bf58dd8d48988d115951735,ON,Kitchener,,,,,,,,,,,,,,,
v-1464363687,,105,171,false,Canada,CA,53105,-81.722198,43.287167,Grand Bend Parachuting Sport Centre,4e0ebb4918a8bf9784d07bc9,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/field_,Field,Fields,Field,4bf58dd8d48988d15f941735,ON,Ayr,,,,,,,,,,,,,,,
v-1464363687,,164,300,true,Canada,CA,75257,-80.29364347457886,42.84779457432967,Sport Chek Simcoe Mall,54b59191498eb8943ccdbb49,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363687,,2,2,false,Canada,CA,56610,-80.714723,43.382247,Kick n Sport Karate and Martial Arts,4ce509a7e571a093f9e38787,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363687,,,,true,Canada,CA,76459,-80.52588128958898,43.49765683277757,Sport Chek Conestoga Mall,4bd3289a77b29c741d119082,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363687,,,,true,Canada,CA,79211,-80.2412718530875,43.17226452968967,Sport Chek Lynden Park,4d2ca9ad0fdc6a311ffa910b,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/motorcycle_,Motorcycle Shop,Motorcycle Shops,Motorcycle Shop,5032833091d4c4b30a586d60,,,,,,,,,,,,,,,,,
v-1464363687,,,,false,Canada,CA,60843,-80.484665,42.831255,McKee Sport & Garden Ltd,55b0aef9498e108c655322d8,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363687,,,,true,Canada,CA,82555,-80.31938750906755,43.39372326814897,Sport Chek Cambridge Centre,4ca4e4608a65bfb79b3d2b22,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,,,,,,,,,,,,,,,
v-1464363687,,,,true,Canada,CA,75372,-80.44969088893244,43.4190978251493,SportChek,4c68482d832bc928f5c1b3a8,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,,,,,,,,,,,,,,,,,
v-1464363687,,,,false,Canada,CA,67586,-80.45821,43.2992,STC (Sport Training Centre),50143b8ce4b034c3e01d8a6c,,,,,,,,,,,,,,,,,,,,,,,,
v-1464363687,1,85,161,true,Canada,CA,4647,-66.6632605180397,45.93523480684398,Sport Chek Regent Mall,4ca4ecae8a65bfb717422b22,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Fredericton,true,E3C 1A2,https://www.sportchek.ca,Unit #3Y200A (for couriers),556a384aa7c8957d73d54f0d,284,https://foursquare.com/v/4b630a0af964a520335f2ae3/device_menu,https://foursquare.com/v/rockys-sports-bar/4b630a0af964a520335f2ae3/menu,View Menu,Menu,Menu,true,,,
v-1464363687,1,4,5,false,Canada,CA,1473,-66.647428,45.964668,sport care,4b644beef964a5200fa92ae3,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Automotive,Automotive Shops,Automotive Shop,4bf58dd8d48988d124951735,NB,Fredericton,true,E3B 1A7,http://www.sourceforsports.com/Stores/97-MacTavishs-Source-For-Sports.aspx,AcAllister Place Mall,556a384aa7c8957d73d54f0d,297,,,,,,,,,
v-1464363687,9,4,6,false,Canada,CA,334,-66.634139,45.970871,Macleans Sports,4e738af4b61c804a2e035fef,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_,Museum,Museums,Museum,4bf58dd8d48988d181941735,NB,Fredericton,true,E3B 3B9,http://sourceforsports.com,,556a384aa7c8957d73d54f0d,,,,,,,,,,
v-1464363687,1,13,69,false,Canada,CA,1214,-66.64068346571551,45.962006069158605,New Brunswick Sports Hall Of Fame,4c8969d2a92fa093ef6b88bf,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Athletics & Sports,Athletics & Sports,Athletics & Sports,4f4528bc4b90abdf24c9de85,NB,Fredericton,true,E2J 3W9,https://www.sportchek.ca,,556a384aa7c8957d73d54f0d,,,,,,,,,,
v-1464363687,1,2,2,false,Canada,CA,4617,-66.66320037841797,45.9355354309082,Sports Chek,55f189d0498ede497bf77ae7,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Fredericton,true,E2J 2S5,http://www.sourceforsports.com/Stores/36-Cleves-Source-For-Sports.aspx,,,,,,,,,,,,
v-1464363687,0,13,127,false,Canada,CA,1484,-66.64630834480121,45.96297726968361,MacTavish's Source For Sports,4e0b5c7145ddb226bd8e0eb4,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,Office,Offices,Office,4bf58dd8d48988d124941735,NB,Oromocto,true,04730,http://tiddssportsshop.com,,,,,,,,,,,,
v-1464363687,,1,1,false,Canada,CA,4832,-66.686095,45.95093,SportNB,4eb065a52c5b1b4e30f1f0bd,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Saint John,true,E2M 5W1,http://www.rockyssportsbar.com/home,,,,,,,,,,,,
v-1464363687,,3,4,false,Canada,CA,5554,-66.62652572575925,45.92015933568378,Sportchek,4e56726245dd92275e4d1c98,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Saint John,true,E4E 7H4,http://www.sourceforsports.com/Stores/141-Sussex-Source-For-Sports.aspx,,,,,,,,,,,,
v-1464363687,,44,242,false,Canada,CA,4251,-66.66662693023682,45.94154107828297,Cleve's Source For Sports,4c193e4798f4a5936dc8fff5,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/outdoors_,Other Outdoors,Other Great Outdoors,Other Great Outdoors,4bf58dd8d48988d162941735,NB,Rothesay,true,E3L 4X5,http://www.shotgunmotorsports.com,,,,,,,,,,,,
v-1464363687,,2,15,false,Canada,CA,19790,-66.43745344448728,45.8531282712395,Building N123 @ Argonaut (the sports dome),4e10b584b0fbfef99b8b7e11,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Saint John,true,04730,,,,,,,,,,,,,
v-1464363687,,2,5,false,Canada,CA,30060,-67.01593145278433,46.00182532418512,Springfield sports club,51ad1036498edf8d9a7cf2d7,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/outdoors_,Other Outdoors,Other Great Outdoors,Other Great Outdoors,4bf58dd8d48988d162941735,ME,Hodgdon,true,,,,,,,,,,,,,,
v-1464363687,,32,61,true,Canada,CA,87736,-66.01692039292772,45.30859672677655,Sport Chek McAllister Place Mall,4ca4f0aa8a65bfb7e7452b22,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Saint John,true,,,,,,,,,,,,,,
v-1464363687,,7,9,false,Canada,CA,64406,-66.31033571881741,46.50466509528195,Wilson's Sporting Camps,5240633611d26854fb7e9428,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Saint John,true,,,,,,,,,,,,,,
v-1464363687,,3,3,false,Canada,CA,87622,-66.02783983638363,45.30492575612163,Sport Chek,4ec7e7b29adf9c7bf3881c18,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Sussex,true,,,,,,,,,,,,,,
v-1464363687,,3,4,false,Canada,CA,81268,-65.978333,45.399282,Schembri Sports,4edb9e477ee5e8e3e84a70ac,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Saint John,true,,,,,,,,,,,,,,
v-1464363687,,3,8,false,Canada,CA,80884,-65.953076,45.418282,All Sorts For All Sports,4d3b1e69bf6d5481cdd9d3e1,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,NB,Saint John,true,,,,,,,,,,,,,,
v-1464363687,,29,52,false,Canada,CA,87766,-66.01658981275317,45.308422718577376,Sportchek,4e344d4d18a82fdd6569440d,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/baseballfield_,Baseball Field,Baseball Fields,Baseball Field,4bf58dd8d48988d1e8941735,NB,Sussex,true,,,,,,,,,,,,,,
v-1464363687,,9,14,false,Canada,CA,87633,-66.022938,45.306985,Sportchek,4c4323a5af052d7fbde77f79,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_,Doctor's Office,Doctor's Offices,Doctor's Office,4bf58dd8d48988d177941735,NB,Old Ridge,true,,,,,,,,,,,,,,
v-1464363687,,19,94,false,Canada,CA,81693,-65.98688480413537,45.38975328048637,arthur miller sports field,4bf2f26994af2d7f77ef3872,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735,ME,Houlton,true,,,,,,,,,,,,,,
v-1464363687,,1,38,false,Canada,CA,89152,-66.063743,45.273894,Saint John Sports Medicine Clinic,51755a56e4b021699f6e1a9f,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sporting Goods,Sporting Goods Shops,Sporting Goods Shop,4bf58dd8d48988d1f2941735,,,true,,,,,,,,,,,,,,
v-1464363687,,7,8,false,Canada,CA,87630,-66.01503619024164,45.310579633195296,Jake's Sports Bra,4fc3881ce4b07c20ea8664ab,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/motorcycle_,Motorcycle Shop,Motorcycle Shops,Motorcycle Shop,5032833091d4c4b30a586d60,,,true,,,,,,,,,,,,,,
